"ID","Country","Year","seS_t","Protein_Total_2901_g","Animal_Protein_2941_kcal","Carbohydrate_kcal","Fat_Total_2901_kcal","Vegetal_Protein_2903_kcal","GDP_perCapita","l5","l60","Sex"
"BLZ_1980","BLZ","1980",0.00426458184546039,69.69,135.92,1617.14,674.1,142.84,8053.75225086103,0.93059,0.77232,"Males"
"BLZ_1991","BLZ","1991",0.00342502935823712,63.22,99.2400000000001,1615.88,597.24,153.64,7800.66548229833,0.95916,0.78743,"Males"
"BLZ_2000","BLZ","2000",0.00280996588836585,71.3,117.6,1731.29,606.51,167.6,8379.01597939099,0.96448,0.72783,"Males"
"BLZ_2010","BLZ","2010",0.00214075535389101,71.265,111.18,1742.94,661.5,173.88,12346.2754762808,0.9787,0.75336,"Males"
"BOL_1970","BOL","1970",0.00133396749473789,49.86,61.9199999999999,1396.69,390.87,137.52,3469.00000000001,0.75164,0.43037,"Males"
"BOL_1980","BOL","1980",0.001115035194518,55.49,89.76,1362.48,466.56,132.2,4100,0.79995,0.48942,"Males"
"BOL_1990","BOL","1990",0.000932832236997005,50.8299999999999,77.0800000000001,1357.43,344.25,126.28,3502,0.84203,0.55757,"Males"
"BOL_2000","BOL","2000",0.000794864566914351,56.16,90.0799999999999,1433.95,373.41,134.52,4174,0.88253,0.62587,"Males"
"BOL_2007","BOL","2007",0.000630290196557353,63.28,119.12,1425.68,448.2,134,4713.00000000001,0.93522,0.68742,"Males"
"BOL_2010","BOL","2010",0.000655433505808335,65.47,120.42,1460.49,477.63,141.48,5142,0.91698,0.68775,"Males"
"BRA_1970","BRA","1970",0.000257834456902241,60.49,80.2799999999999,1713.42,415.62,161.68,4634.99999999999,0.8499,0.60851,"Males"
"BRA_1980","BRA","1980",0.000213211578344091,64.11,102.84,1798.24,598.32,153.64,8249,0.89545,0.63052,"Males"
"BRA_1990","BRA","1990",0.000168697851031069,65.7,117.76,1694.83,701.37,145.04,7841.99999999999,0.93892,0.66256,"Males"
"BRA_1991","BRA","1991",0.000163065194289552,68.27,123.84,1695.13,740.79,149.24,7888,0.94407,0.67035,"Males"
"BRA_1998","BRA","1998",0.000150017867447252,76.96,154.8,1687.97,782.19,153.04,9419,0.95399,0.69824,"Males"
"BRA_1999","BRA","1999",0.000148751084935686,79.29,161.52,1605.54,870.3,155.6,9442,0.9552,0.70189,"Males"
"BRA_2000","BRA","2000",0.00014499820505959,79.42,165.08,1580.2,897.12,152.6,9834.00000000001,0.95725,0.712255,"Males"
"BRA_2001","BRA","2001",0.000146867125838209,79.74,160.72,1592.62,894.42,158.24,9953,0.95764,0.7091,"Males"
"BRA_2002","BRA","2002",0.000139374966020817,81.33,166.28,1615.48,907.2,159,10245,0.961,0.71679,"Males"
"BRA_2003","BRA","2003",0.000139145496545741,84.42,165.96,1721.65,932.67,171.72,10355,0.96211,0.72147,"Males"
"BRA_2004","BRA","2004",0.000138024120967683,83.76,169.32,1719.34,946.62,165.72,10950,0.96324,0.72646,"Males"
"BRA_2005","BRA","2005",0.000136282944150473,83.08,163.32,1743.08,921.6,169,11306,0.96436,0.73105,"Males"
"BRA_2006","BRA","2006",0.000134841517330668,84.39,169.6,1728.92,947.52,167.96,11767,0.96554,0.7363,"Males"
"BRA_2007","BRA","2007",0.00013383101754133,85.27,172.84,1718.92,963,168.24,12500,0.96668,0.74144,"Males"
"BRA_2008","BRA","2008",0.000132996654485241,88.58,183.6,1735.42,1000.26,170.72,13164,0.96768,0.74615,"Males"
"BRA_2009","BRA","2009",0.000131454692450452,88.54,185.96,1730.16,994.68,168.16,13181,0.96879,0.75124,"Males"
"BRA_2010","BRA","2010",0.000129499966516051,92.03,194.56,1764.995,1014.885,173.56,14216,0.9699,0.76444,"Males"
"BRA_2011","BRA","2011",0.000108379301555084,94.09,202.74,1761.245,1054.395,173.62,14831,0.97967,0.77454,"Males"
"BRA_2012","BRA","2012",0.000107168935714328,93.045,204.22,1717.255,1060.065,167.96,14985,0.98026,0.77882,"Males"
"BRA_2013","BRA","2013",0.000105434860814743,94.55,209.18,1720.375,1069.425,169,15306,0.98109,0.78371,"Males"
"BRA_2014","BRA","2014",0.000103086437951826,94.25,211.52,1726.14,1111.86,165.48,15258,0.98187,0.78822,"Males"
"BRA_2015","BRA","2015",0.000100473701194664,92.81,211.4,1671.86,1125.9,159.88,15826,0.98259,0.79264,"Males"
"BRA_2016","BRA","2016",9.93378631728944e-05,93.21,209.16,1663.77,1122.39,163.72,13873,0.98321,0.79696,"Males"
"BRA_2017","BRA","2017",9.8005480667734e-05,94.12,212.52,1670.53,1125.99,163.96,13952,0.98383,0.80098,"Males"
"BRA_2018","BRA","2018",9.58132008788592e-05,96.77,221.56,1679.05,1146.87,165.52,14034,0.98437,0.80479,"Males"
"BRA_2019","BRA","2019",9.46553039293061e-05,92.45,223.16,1608.47,1223.73,146.64,20518.2453338096,0.98491,0.8085,"Males"
"BRB_1962","BRB","1962",0.0045134856141789,61.6,115.52,1741.76,519.84,130.88,5923,0.92307,0.71494,"Males"
"BRB_1963","BRB","1963",0.00465928709161546,65.53,128.68,1751.21,563.67,133.44,6033,0.91994,0.73407,"Males"
"BRB_1965","BRB","1965",0.00360684177226261,67.62,146.36,1657.78,619.74,124.08,6468,0.95368,0.77714,"Males"
"BWA_2006","BWA","2006",0.00162781372963342,57.24,90.48,1344.48,484.56,138.48,10666,0.90124,0.23332,"Males"
"BWA_2011","BWA","2011",0.000836524900224954,70.28,126.74,1388.21,604.17,154.4,13376,0.97115,0.66553,"Males"
"BWA_2017","BWA","2017",0.00116586395999943,70.35,105.36,1603.96,593.64,176.04,15397,0.94696,0.75219,"Males"
"CAN_1961","CAN","1961",0.000358823998852986,91.13,233.28,1384.8,958.68,131.28,14080,0.965065,0.77558,"Males"
"CAN_1963","CAN","1963",0.000349784580566313,92.52,231.2,1439.62,987.3,138.92,15248,0.96692,0.77688,"Males"
"CAN_1964","CAN","1964",0.000346562469437259,91,235.8,1345.81,980.19,128.24,15938,0.96829,0.77889,"Males"
"CAN_1965","CAN","1965",0.000337987838647608,94.36,234.2,1452.91,988.65,143.28,16694,0.97126,0.78052,"Males"
"CAN_1966","CAN","1966",0.000353720802287072,93.24,240.2,1412.24,1009.8,132.8,17448,0.97055,0.77861,"Males"
"CAN_1971","CAN","1971",0.000334698545696155,94.02,244.2,1378.98,1031.94,131.88,20024,0.97628,0.78719,"Males"
"CAN_1980","CAN","1980",0.000255932863254884,92.99,234.36,1337.9,1102.14,137.6,25784,0.98562,0.82183,"Males"
"CAN_1981","CAN","1981",0.000246792080053531,92.66,235.28,1303.89,1087.47,135.36,26256,0.98668,0.82805,"Males"
"CAN_1983","CAN","1983",0.000229371104974799,91.72,232.28,1310.58,1107.54,134.6,25625,0.98845,0.84058,"Males"
"CAN_1984","CAN","1984",0.000222918110547034,92.03,227,1369.55,1119.33,141.12,26836,0.98905,0.84446,"Males"
"CAN_1985","CAN","1985",0.000220588296416264,93.41,229.52,1379.33,1158.03,144.12,28025,0.98925,0.84762,"Males"
"CAN_1986","CAN","1986",0.000218006343373677,94.98,228.88,1395.58,1183.5,151.04,28472,0.9895,0.84572,"Males"
"CAN_1987","CAN","1987",0.000215659250468927,98.45,234.4,1447.14,1173.06,159.4,29246,0.98976,0.85382,"Males"
"CAN_1988","CAN","1988",0.00021155108074865,95.39,234.88,1355.96,1149.48,146.64,30275,0.99006,0.85721,"Males"
"CAN_1991","CAN","1991",0.000189020903961659,96.19,229.36,1361.28,1173.96,155.44,29152,0.9914,0.86569,"Males"
"CAN_1996","CAN","1996",0.000183242553736123,98.69,225.44,1504.73,1227.51,169.32,31594,0.99259,0.87813,"Males"
"CAN_2000","CAN","2000",0.000166949212918038,106.07,241.44,1615.04,1327.68,182.88,36943,0.9944,0.89295,"Males"
"CAN_2001","CAN","2001",0.000187268631010731,105.05,240.28,1630.94,1309.86,179.92,37307.0000000001,0.99326,0.8934,"Males"
"CAN_2009","CAN","2009",0.00016893514713385,103.14,227.16,1604.74,1307.7,185.4,40313,0.99384,0.90793,"Males"
"CAN_2010","CAN","2010",0.000167640549398434,103.125,222.36,1620.63,1317.87,190.12,41209,0.9939,0.91027,"Males"
"CAN_2011","CAN","2011",0.000167350206310882,102.705,221.6,1616.13,1349.55,189.2,42197,0.99398,0.91234,"Males"
"CAN_2012","CAN","2012",0.000165715684704238,104.025,220,1654.705,1308.195,196.1,42445,0.99408,0.91246,"Males"
"CAN_2013","CAN","2013",0.000163868870353862,103.575,218,1649.735,1303.965,196.3,42994.0000000001,0.99421,0.91312,"Males"
"CAN_2014","CAN","2014",0.000163182967356739,98.72,219.48,1505.4,1413.72,175.4,43607,0.99425,0.91332,"Males"
"CAN_2015","CAN","2015",0.000158582531345909,97.62,220.84,1502.93,1426.59,169.64,43618.9999999999,0.994445,0.91315,"Males"
"CAN_2016","CAN","2016",0.000156364797496261,102.42,219.48,1569.27,1417.05,190.2,43745,0.99459,0.91207,"Males"
"CAN_2017","CAN","2017",0.000158917614981231,104.72,221.72,1569.26,1417.86,197.12,44592.0000000001,0.9945,0.91057,"Males"
"CAN_2018","CAN","2018",0.000160674640420981,107.97,243,1572.96,1433.16,188.92,44869,0.99447,0.91135,"Males"
"CAN_2019","CAN","2019",0.000161572292053677,107.1,240.52,1592.72,1424.88,187.88,43024.8815753133,0.99448,0.90729,"Males"
"CHE_1962","CHE","1962",0.000737109471968184,89.96,204,1666.82,1244.34,155.88,17794,0.96786,0.78876,"Males"
"CHE_1963","CHE","1963",0.000737351551708335,91.29,202.44,1598.9,1229.94,162.72,18438,0.96639,0.78684,"Males"
"CHE_1964","CHE","1964",0.000703895909791959,90.83,206.36,1609.41,1260.27,156.96,19195,0.9686,0.79717,"Males"
"CHE_1965","CHE","1965",0.000626406234316606,91.93,208.56,1636.4,1235.88,159.16,19803,0.9741,0.80075,"Males"
"CHE_1970","CHE","1970",0.000601611708134031,91.81,219.48,1571.63,1346.13,147.76,23479,0.978795,0.815905,"Males"
"CHE_1980","CHE","1980",0.000520342842851059,98.51,251.84,1450.24,1449.72,142.16,27406,0.988085,0.842575,"Males"
"CHE_1990","CHE","1990",0.000429465013536151,99.34,255.28,1446.34,1401.3,142.08,34250,0.991,0.86256,"Males"
"CHE_1997","CHE","1997",0.000353322975657018,93.35,233.28,1463.69,1313.91,140.12,38165,0.9936,0.8904,"Males"
"CHE_2000","CHE","2000",0.000373559034838501,95.85,233.12,1538.14,1349.46,150.28,43251,0.99354,0.89674,"Males"
"CHE_2004","CHE","2004",0.000370133709457206,92.76,233.92,1488.86,1376.1,137.08,47264,0.99415,0.90735,"Males"
"CHE_2005","CHE","2005",0.000366443393395746,91.92,233.32,1460.57,1383.75,134.4,49274,0.99433,0.90973,"Males"
"CHE_2007","CHE","2007",0.000329119468470793,94.02,239.36,1472.98,1400.94,136.72,54510.0000000001,0.99541,0.917,"Males"
"CHE_2008","CHE","2008",0.000335888939578521,93.42,239.52,1464.47,1427.85,134.12,56055,0.99515,0.91966,"Males"
"CHE_2009","CHE","2009",0.000350335836323795,94.64,239.76,1502.14,1410.3,138.8,55172,0.99471,0.91869,"Males"
"CHE_2011","CHE","2011",0.000324273493330124,95.57,240.56,1508.4,1426.32,141.68,58686,0.99537,0.92618,"Males"
"CHE_2012","CHE","2012",0.000307573795061442,92.06,235.52,1480.79,1361.97,132.72,58674,0.99564,0.92845,"Males"
"CHE_2013","CHE","2013",0.000326076097964525,93.04,238.92,1465.755,1382.085,133.24,59036,0.99505,0.92875,"Males"
"CHE_2014","CHE","2014",0.00032805987136432,96.99,246.92,1450.94,1412.1,141.04,59485.0000000001,0.99518,0.93207,"Males"
"CHE_2015","CHE","2015",0.000328723707511152,97.29,249.44,1414.58,1432.26,139.68,59306.9999999999,0.99486,0.93203,"Males"
"CHE_2016","CHE","2016",0.000282152851977267,96.67,244.48,1413.61,1396.71,142.16,59661.9999999999,0.99632,0.93788,"Males"
"CHE_2017","CHE","2017",0.000306986867906494,96.92,242.36,1448.03,1393.29,145.32,60171.0000000001,0.99534,0.9347,"Males"
"CHE_2018","CHE","2018",0.000284666641064986,97.37,245.16,1405.33,1421.19,144.28,61373,0.99603,0.93787,"Males"
"CHE_2019","CHE","2019",0.000282718541581457,96.49,239.16,1419.33,1423.71,146.8,52951.2230174635,0.99607,0.94144,"Males"
"CHE_2020","CHE","2020",0.000308990808554832,97.95,246.92,1413.58,1441.62,144.88,54435.0977636839,0.99542,0.93778,"Males"
"CHL_1962","CHL","1962",0.000911659924894864,66.15,92.2399999999999,1662.53,480.870000000001,172.36,7071,0.853005,0.561215,"Males"
"CHL_1964","CHL","1964",0.000887438907814134,67.22,88.0400000000001,1715.45,464.669999999999,180.84,7320,0.85914,0.57056,"Males"
"CHL_1967","CHL","1967",0.000816153249611504,69.61,93.9599999999999,1691.44,519.12,184.48,7933,0.88658,0.59067,"Males"
"CHL_1969","CHL","1969",0.000785692918579236,68.45,96.4,1718.65,539.55,177.4,8187,0.89694,0.60041,"Males"
"CHL_1970","CHL","1970",0.000779090903973416,69.52,101.4,1700.05,543.87,176.68,8195,0.89936,0.6126,"Males"
"CHL_1972","CHL","1972",0.000728440581232785,70.97,95.7999999999999,1815.79,498.330000000001,188.08,8520,0.91384,0.63094,"Males"
"CHL_1977","CHL","1977",0.000607896027644454,66.59,88.76,1695.7,473.94,177.6,7438,0.94264,0.68553,"Males"
"CHL_1980","CHL","1980",0.00053762716949809,70.26,101.84,1724.49,556.47,179.2,9024.00000000001,0.95538,0.71191,"Males"
"CHL_1982","CHL","1982",0.000442574968964694,70.2,103.68,1682.46,529.74,177.16,8015.99999999999,0.96963,0.74005,"Males"
"CHL_1987","CHL","1987",0.000360027564216183,65.62,97.7999999999999,1650.01,489.51,164.68,8721.00000000001,0.978675,0.796045,"Males"
"CHL_1990","CHL","1990",0.000346117627193895,68.84,114.96,1648.08,565.559999999999,160.44,10203,0.97912,0.79903,"Males"
"CHL_1991","CHL","1991",0.00032746933132075,69.53,114.84,1661.29,598.59,163.28,10746,0.98124,0.8156,"Males"
"CHL_1992","CHL","1992",0.000327664118345335,72.94,125.72,1721.24,630,166.04,11773,0.98145,0.81655,"Males"
"CHL_1997","CHL","1997",0.000310054456741462,78.24,152.8,1707.83,708.21,160.16,15080,0.98473,0.831,"Males"
"CHL_2000","CHL","2000",0.000375444149705802,78.58,151.64,1712.87,747.81,162.68,15212,0.97912,0.79903,"Males"
"CHL_2001","CHL","2001",0.000280455294702481,79.6,151.28,1728.69,755.91,167.12,15448,0.98864,0.8484,"Males"
"CHL_2002","CHL","2002",0.000278270745291421,81.07,154.92,1750.32,761.4,169.36,15510,0.98899,0.854815,"Males"
"CHL_2003","CHL","2003",0.000273197540822831,83.69,165,1718.85,771.39,169.76,15809,0.98958,0.85691,"Males"
"CHL_2004","CHL","2004",0.000290262222491786,84.82,165.4,1748.95,760.77,173.88,16479,0.98867,0.85974,"Males"
"CHL_2005","CHL","2005",0.0002821156363041,85.87,168.36,1765.6,727.92,175.08,17137,0.98939,0.86603,"Males"
"CHL_2006","CHL","2006",0.000276551410763924,87.73,174.6,1747.87,780.21,176.32,17921,0.98969,0.86977,"Males"
"CHL_2007","CHL","2007",0.00028698433244157,85.6,178.56,1714.8,793.8,163.88,18488,0.98905,0.86638,"Males"
"CHL_2008","CHL","2008",0.000268436140379138,85.52,177.32,1736.24,778.68,164.76,18804,0.99013,0.86846,"Males"
"CHL_2009","CHL","2009",0.000273780350266042,82.1,166.8,1719.04,754.56,161.6,18184,0.98958,0.86708,"Males"
"CHL_2010","CHL","2010",0.000280635905438291,84.045,164.7,1778.86,732.96,171.48,18910,0.98871,0.85665,"Males"
"CHL_2011","CHL","2011",0.000260830739392435,85.73,171.66,1782.54,752.04,171.26,19705,0.99066,0.87843,"Males"
"CHL_2012","CHL","2012",0.00026018949715029,85.11,173.46,1745.685,768.375,166.96,20531,0.99075,0.8808,"Males"
"CHN_1981","CHN","1981",5.84629853686852e-05,55.23,30.7200000000001,1604.96,321.12,190.2,1962,0.94948,0.76815,"Males"
"CMR_2005","CMR","2005",0.000536868302579022,61.14,50.0000000000001,1542.71,458.73,194.6,2223,0.84324,0.56115,"Males"
"COL_1964","COL","1964",0.000506816443892435,50.18,89.0400000000001,1529.22,363.06,111.72,4264,0.86557,0.62499,"Males"
"COL_1970","COL","1970",0.000481779880818109,47.09,82.72,1445.18,368.46,105.68,4932,0.88456,0.63914,"Males"
"COL_1980","COL","1980",0.000378666765648036,52.17,87.2000000000001,1823.29,438.03,121.44,6786.00000000001,0.9243,0.68469,"Males"
"COL_1985","COL","1985",0.000348291313215632,51.77,88.5599999999999,1756.4,470.519999999999,118.52,6809,0.93272,0.70042,"Males"
"COL_1987","COL","1987",0.000431147769116421,52.48,89.84,1815.43,493.65,120.08,7296,0.88698,0.61046,"Males"
"COL_1990","COL","1990",0.000289522378710673,56.32,105.64,1748.66,525.059999999999,119.6,7693,0.9523,0.699,"Males"
"COL_1992","COL","1992",0.000409300288599256,57.3,102.84,1828.8,531,126.36,7888,0.89512,0.64198,"Males"
"COL_1993","COL","1993",0.000291177890997605,58.86,106.4,1821,565.559999999999,129,8181,0.95157,0.70591,"Males"
"COL_1997","COL","1997",0.000390194866924106,64.63,118.28,1841.06,615.42,140.24,8951.99999999999,0.90847,0.65026,"Males"
"COL_2000","COL","2000",0.000248709018566995,63.38,118.6,1805.41,659.07,134.92,8497,0.96525,0.73712,"Males"
"COL_2002","COL","2002",0.000362166470709434,63.42,119.68,1810.88,658.44,133.96,8631,0.92781,0.66004,"Males"
"COL_2005","COL","2005",0.000254414267157049,62.24,123.48,1755.82,662.22,125.52,9525,0.96913,0.78455,"Males"
"COL_2010","COL","2010",0.000244390243446257,61.32,128.22,1680.625,701.595,117.08,11192,0.97051,0.77093,"Males"
"CRI_1961","CRI","1961",0.00161207246278789,48.47,80.04,1351.72,392.4,113.84,4340,0.90025,0.72753,"Males"
"CRI_1962","CRI","1962",0.0016684134034519,48.2,76.1199999999999,1380.09,412.11,116.68,4439.00000000001,0.889175,0.71197,"Males"
"CRI_1963","CRI","1963",0.00170627376050392,49.56,83.36,1360.43,426.33,114.84,4653.00000000001,0.88249,0.7042,"Males"
"CRI_1964","CRI","1964",0.00170231367086446,50.21,82.2399999999999,1440.99,424.170000000001,118.6,4720,0.88112,0.69972,"Males"
"CRI_1965","CRI","1965",0.00164457576667479,53.74,83.44,1484.74,429.300000000001,131.52,4983,0.88908,0.698715,"Males"
"CRI_1966","CRI","1966",0.00156632146231744,50.98,74.8400000000001,1470.51,420.570000000001,129.08,5193,0.90043,0.72578,"Males"
"CRI_1967","CRI","1967",0.0015419430150387,51.58,76.7599999999999,1435.83,419.85,129.56,5337.99999999999,0.903305,0.73175,"Males"
"CRI_1968","CRI","1968",0.00149087787906628,53.11,83.7200000000001,1483.65,431.91,128.68,5574,0.91449,0.74254,"Males"
"CRI_1969","CRI","1969",0.00157598372913884,52.81,82.8000000000001,1495.81,445.95,128.44,5773,0.90039,0.7301,"Males"
"CRI_1970","CRI","1970",0.00158593305895784,54.66,90.0799999999999,1538.09,450.27,128.56,5984,0.90543,0.72091,"Males"
"CRI_1971","CRI","1971",0.0015249365902132,55.8299999999999,96.3599999999999,1577.33,469.35,127,6199,0.91599,0.74748,"Males"
"CRI_1972","CRI","1972",0.00146300420905265,55.44,93.36,1609.2,464.040000000001,128.4,6564,0.92298,0.753885,"Males"
"CRI_1973","CRI","1973",0.00132076417146786,55.31,97.68,1618.65,484.11,123.56,6884,0.93713,0.76627,"Males"
"CRI_1974","CRI","1974",0.00123211104994375,54.6199999999999,94.4799999999999,1632.99,487.53,124,7061,0.94639,0.76896,"Males"
"CRI_1975","CRI","1975",0.00120825120352713,57.31,104.56,1658.2,493.56,124.68,7007,0.94609,0.777555,"Males"
"CRI_1976","CRI","1976",0.00111273954114343,61.5,120.16,1647.49,516.51,125.84,7182,0.95436,0.79447,"Males"
"CRI_1977","CRI","1977",0.00101561787874964,60.85,122.52,1642.57,537.03,120.88,7602.00000000001,0.9614,0.80507,"Males"
"CRI_1978","CRI","1978",0.000897300753749996,60.51,124.76,1611.8,533.16,117.28,7763,0.9687,0.81408,"Males"
"CRI_1979","CRI","1979",0.000891140467460931,62.74,129.04,1619.32,549.72,121.92,7905.00000000002,0.96769,0.80731,"Males"
"CRI_1980","CRI","1980",0.000825686880721278,64.05,122,1705.18,541.62,134.2,7828,0.97192,0.81298,"Males"
"CRI_1981","CRI","1981",0.000781437328013317,60.5,110.76,1663.29,523.71,131.24,7461,0.97371,0.84049,"Males"
"CRI_1982","CRI","1982",0.000770900402749983,56.69,101.28,1600.73,525.51,125.48,6750.99999999999,0.97441,0.84211,"Males"
"CRI_1983","CRI","1983",0.000759178758315713,61.47,112.16,1686.63,518.49,133.72,6743,0.97365,0.84829,"Males"
"CRI_1984","CRI","1984",0.000752924404379947,62.94,114.2,1713.28,525.960000000001,137.56,7065,0.9746,0.84412,"Males"
"CRI_1985","CRI","1985",0.000730810487786046,64.45,126.8,1742.18,565.02,131,6918,0.97504,0.84162,"Males"
"CRI_1986","CRI","1986",0.000684566577911376,62.08,117.56,1738.63,580.05,130.76,7087,0.97736,0.84456,"Males"
"CRI_1987","CRI","1987",0.000672220321780271,65.43,123.6,1743.05,607.23,138.12,7221,0.977675,0.84467,"Males"
"CRI_1988","CRI","1988",0.000642855931234431,63.41,121.6,1768.05,599.31,132.04,7269.99999999999,0.97894,0.85383,"Males"
"CRI_1989","CRI","1989",0.000613935485250647,68.25,125.08,1774.5,589.5,147.92,7489,0.98164,0.84779,"Males"
"CRI_1990","CRI","1990",0.000640367268110981,68.84,135.68,1737.67,650.97,139.64,7567.00000000001,0.97973,0.84779,"Males"
"CRI_1991","CRI","1991",0.000607559584306004,67.91,134.28,1714.41,661.95,137.36,7552,0.9819,0.84815,"Males"
"CRI_1992","CRI","1992",0.000609864054697584,65.56,136.28,1691.85,683.91,126,8038.99999999998,0.982095,0.844375,"Males"
"CRI_1993","CRI","1993",0.000587732948520722,67.44,142.08,1739.97,666.27,127.68,8363.00000000001,0.98346,0.84727,"Males"
"CRI_1994","CRI","1994",0.000587279021391756,69.4,138.8,1713.93,673.47,138.8,8480,0.98318,0.84031,"Males"
"CRI_1995","CRI","1995",0.000609690903327485,72.99,143.6,1691.67,710.37,148.36,8575.99999999999,0.982645,0.8437,"Males"
"CRI_1996","CRI","1996",0.000579950315909315,67.89,134.88,1655.99,711.45,136.68,8446.99999999998,0.98424,0.849925,"Males"
"CRI_1997","CRI","1997",0.000593854720301994,70.3,137.08,1695.62,666.18,144.12,8683.99999999999,0.9836,0.85068,"Males"
"CRI_1998","CRI","1998",0.000594854585910908,68.85,139.36,1750.34,658.26,136.04,9054,0.98396,0.851685,"Males"
"CRI_1999","CRI","1999",0.000583255605972742,71.63,145.6,1766.86,676.62,140.92,9184,0.984525,0.85275,"Males"
"CRI_2000","CRI","2000",0.000566940875366923,74.24,139.84,1724.68,702.36,157.12,9320,0.9854,0.85709,"Males"
"CRI_2001","CRI","2001",0.000556367213873341,70.54,141.16,1751.01,691.83,141,9452.00000000001,0.98576,0.85994,"Males"
"CRI_2002","CRI","2002",0.00054843425770685,70.13,138.44,1701.17,707.31,142.08,9592,0.98662,0.86468,"Males"
